id,eco,name,epd,pgn,key
824,B00,"Nimzowitsch Defense: Kennedy Variation, Main Line",r1bqkbnr/pppp1ppp/6n1/8/4PP2/8/PPP3PP/RNBQKBNR w KQkq -,1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. f4 Ng6,8449429477883294850
825,B00,"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",r1bqkbnr/pppp1ppp/8/4n3/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq -,1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. Nf3,8318497643574341951
826,B00,"Nimzowitsch Defense: Kennedy Variation, Riemann Defense",r1bqkbnr/pppp1ppp/2n5/8/4PP2/8/PPP3PP/RNBQKBNR w KQkq -,1. e4 Nc6 2. d4 e5 3. dxe5 Nxe5 4. f4 Nc6,-5106571620347894382
827,B00,"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",r1bqkbnr/ppp2ppp/2np4/4P3/4P3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 Nc6 2. d4 e5 3. dxe5 d6,9056526748455890068
828,B00,Nimzowitsch Defense: Mikenas Variation,r1bqkbnr/ppp1pppp/2np4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 Nc6 2. d4 d6,7870038771684952555
829,B00,Nimzowitsch Defense: Neo-Mongoloid Defense,r1bqkbnr/ppppp1pp/2n2p2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 Nc6 2. d4 f6,7299569098167218585
830,B00,Nimzowitsch Defense: Pirc Connection,r1bqkbnr/pppppp1p/2n3p1/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -,1. e4 Nc6 2. Nc3 g6,1876517305036649287
831,B00,Nimzowitsch Defense: Pseudo-Spanish Variation,r1bqkbnr/pppppppp/2n5/1B6/4P3/8/PPPP1PPP/RNBQK1NR b KQkq -,1. e4 Nc6 2. Bb5,8619419972463858717
832,B00,Nimzowitsch Defense: Scandinavian Variation,r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 Nc6 2. d4 d5,5068262594227646517
833,B00,"Nimzowitsch Defense: Scandinavian Variation, Aachen Gambit",r1bqkbnr/ppp1pppp/8/3P4/1n1P4/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 Nc6 2. d4 d5 3. exd5 Nb4,339207669857447989
834,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",r1bqkbnr/ppp1pppp/2n5/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq -,1. e4 Nc6 2. d4 d5 3. e5,-1688768962837585140
835,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation",r1bqkbnr/ppp1pppp/2n5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -,1. e4 Nc6 2. d4 d5 3. Nc3,-2398492257629534324
836,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation",r1bqkbnr/ppp1pppp/2n5/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 Nc6 2. d4 d5 3. Nc3 dxe4,-4560078181680243191
837,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Brandics Gambit",r1bqkbnr/1pp1pppp/p1n5/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 Nc6 2. d4 d5 3. Nc3 a6,-2600994489631517330
838,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Erben Gambit",r1bqkbnr/ppp1pp1p/2n3p1/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 Nc6 2. d4 d5 3. Nc3 g6,-4833207491657715598
839,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Heinola-Deppe Gambit",r1bqkbnr/ppp2ppp/2n5/3pp3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 Nc6 2. d4 d5 3. Nc3 e5,-2000637200591021887
840,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Nimzowitsch Gambit",r1bqkbnr/ppp1pppp/8/3Pn3/4p3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 Nc6 2. d4 d5 3. Nc3 dxe4 4. d5 Ne5,5655699041984687210
841,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Richter Gambit",rnbqkbnr/ppp1pppp/8/3P4/4p3/2N2P2/PPP3PP/R1BQKBNR b KQkq -,1. e4 Nc6 2. d4 d5 3. Nc3 dxe4 4. d5 Nb8 5. f3,1534281104599811770
842,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Vehre Variation",r1bqkb1r/ppp1pppp/2n2n2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 Nc6 2. d4 d5 3. Nc3 Nf6,-2927026712081189524
843,B00,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",r1b1kbnr/ppp1pppp/2n5/3q4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 Nc6 2. d4 d5 3. exd5 Qxd5,2631996405641958013
844,B00,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation, Marshall Gambit",r1b1kbnr/ppp1pppp/2n5/3q4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq -,1. e4 Nc6 2. d4 d5 3. exd5 Qxd5 4. Nc3,-4871073125522610748
845,B00,Nimzowitsch Defense: Wheeler Gambit,r1bqkbnr/pppppppp/2n5/8/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq -,1. e4 Nc6 2. b4,4552567249791447363
846,B00,Nimzowitsch Defense: Williams Variation,r1bqkbnr/ppp1pppp/2np4/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,1. e4 Nc6 2. Nf3 d6,7530162017914782524
847,B00,Nimzowitsch Defense: Woodchuck Variation,r1bqkbnr/1ppppppp/p1n5/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 Nc6 2. d4 a6,8158722918292262995
848,B00,Owen Defense,rnbqkbnr/p1pppppp/1p6/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 b6,-4214830378319368729
849,B00,Owen Defense: Guatemala Defense,rn1qkbnr/p1pppppp/bp6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 b6 2. d4 Ba6,-8238148343077061602
850,B00,Owen Defense: Hekili-Loa Gambit,r1bqkbnr/p2ppppp/1pn5/2P5/4P3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 b6 2. d4 c5 3. dxc5 Nc6,-6508087424281118366
851,B00,Owen Defense: Matovinsky Gambit,rn1qkbnr/p1ppp2p/1p4p1/5P1Q/3P4/3B4/PPP2PbP/RNB1K1NR w KQkq -,1. e4 b6 2. d4 Bb7 3. Bd3 f5 4. exf5 Bxg2 5. Qh5+ g6,-1183472437330833617
852,B00,Owen Defense: Naselwaus Gambit,rn1qkbnr/pbpppppp/1p6/6B1/3PP3/8/PPP2PPP/RN1QKBNR b KQkq -,1. e4 b6 2. d4 Bb7 3. Bg5,-4408129188122392981
853,B00,Owen Defense: Smith Gambit,rn1qkbnr/pbpppppp/1p6/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -,1. e4 b6 2. d4 Bb7 3. Nf3,7005762683713628975
854,B00,Owen Defense: Unicorn Variation,rn1qkbnr/pbppp1pp/1p3p2/8/2PPP3/8/PP3PPP/RNBQKBNR w KQkq -,1. e4 f6 2. d4 b6 3. c4 Bb7,-2216726283979160763
855,B00,Owen Defense: Wind Gambit,rn1qkbnr/pbpp1ppp/1p6/4p3/3PP3/5P2/PPP3PP/RNBQKBNR w KQkq -,1. e4 b6 2. d4 Bb7 3. f3 e5,8142705573172355603
856,B00,Pirc Defense,rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 d6,2034869452449350162
857,B00,Pirc Defense,rnbqkbnr/ppp1pppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,1. e4 d6 2. d4,-8582388540205927517
858,B00,Pirc Defense,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 d6 2. d4 Nf6,-9136976461662404285
859,B00,Pirc Defense: Roscher Gambit,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -,1. e4 d6 2. d4 Nf6 3. Nf3,1179372802059958821
860,B00,Rat Defense: Antal Defense,r1bqkbnr/pppnpppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 d6 2. d4 Nd7,-307436899294233725
861,B00,Rat Defense: Fuller Gambit,rnbqkb1r/ppp1pppp/5n2/3P4/5P2/8/PPPP2PP/RNBQKBNR w KQkq -,1. e4 d6 2. f4 d5 3. exd5 Nf6,-7850978754741815904
862,B00,Rat Defense: Harmonist,rnbqkbnr/ppp1pppp/3p4/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -,1. e4 d6 2. f4,4772686930462183510
863,B00,Rat Defense: Petruccioli Attack,rnbqkbnr/ppp1pppp/3p4/8/4P2P/8/PPPP1PP1/RNBQKBNR b KQkq -,1. e4 d6 2. h4,-340642569376948906
864,B00,Rat Defense: Spike Attack,rnbqkbnr/ppp1pppp/3p4/8/4P1P1/8/PPPP1P1P/RNBQKBNR b KQkq -,1. e4 d6 2. g4,4204886338332952505
865,B00,St. George Defense,rnbqkbnr/1ppppppp/p7/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 a6,14402678419020714
866,B00,St. George Defense: Polish Variation,rn1qkbnr/1bpp1ppp/p3p3/1p6/3PP3/3B1N2/PPP2PPP/RNBQK2R w KQkq -,1. e4 a6 2. d4 b5 3. Nf3 Bb7 4. Bd3 e6,3608417527397965687
867,B00,St. George Defense: San Jorge Variation,rn1qk1nr/1bp1ppbp/p2p2p1/1p6/3PP3/2PB1N2/PP3PPP/RNBQ1RK1 w kq -,1. e4 a6 2. d4 b5 3. Nf3 Bb7 4. Bd3 d6 5. O-O g6 6. c3 Bg7,-1266349643027281904
868,B00,St. George Defense: Zilbermints Gambit,rnbqkbnr/1ppp1ppp/p7/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 a6 2. d4 e5,-5881201782008859306
869,B00,Van Geet Opening: Berlin Gambit,r1bqkbnr/ppp1pppp/2n5/3P4/4p3/2N5/PPP2PPP/R1BQKBNR b KQkq -,1. e4 Nc6 2. d4 d5 3. Nc3 dxe4 4. d5,5423534026619490789
870,B00,Ware Defense,rnbqkbnr/1ppppppp/8/p7/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 a5,7408671829537520674
871,B00,Ware Defense: Snagglepuss Defense,r1bqkbnr/1ppppppp/2n5/p7/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 a5 2. d4 Nc6,1718778198048258011
872,B01,Scandinavian Defense,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 d5,3989245436057254860
873,B01,Scandinavian Defense,rnbqkbnr/ppp1pppp/8/3p4/4P3/1P6/P1PP1PPP/RNBQKBNR b KQkq -,1. e4 d5 2. b3,1916999368527786860
874,B01,Scandinavian Defense: Anderssen Counterattack,rnb1kbnr/ppp2ppp/8/q3p3/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5,6458525579346397329
875,B01,"Scandinavian Defense: Anderssen Counterattack, Collijn Variation",rn2kbnr/ppp2ppp/8/q3p3/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5 5. Nf3 Bg4,3692180331288834585
876,B01,"Scandinavian Defense: Anderssen Counterattack, Goteborg System",rnb1kbnr/ppp2ppp/8/q3p3/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5 5. Nf3,-3977166884771662857
877,B01,"Scandinavian Defense: Anderssen Counterattack, Orthodox Attack",r1b1k1nr/ppp2ppp/2n5/q3P3/1b6/2N2N2/PPPB1PPP/R2QKB1R b KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5 5. dxe5 Nc6 6. Nf3 Bb4 7. Bd2,1959715222127334142
878,B01,Scandinavian Defense: Blackburne Gambit,r1bqkbnr/pp2pppp/2n5/8/8/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 c6 3. dxc6 Nxc6,6533521442259464993
879,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,rnbqkbnr/pp2pppp/2p5/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 c6,7945679516322607347
880,B01,Scandinavian Defense: Boehnke Gambit,rn1qkbnr/ppp2ppp/4b3/8/8/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 e5 3. dxe6 Bxe6,-5824288046339348005
881,B01,Scandinavian Defense: Bronstein Variation,rnb1kb1r/1pp1pppp/p2q1n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 Nf6 5. Nf3 a6,-6566472541572508398
882,B01,Scandinavian Defense: Classical Variation,rn2kb1r/ppp1pppp/5n2/q4b2/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bf5,5132246293542043791
883,B01,Scandinavian Defense: Grünfeld Variation,rn2kb1r/pp2pppp/2p2n2/q3Nb2/3P2P1/2N5/PPP2P1P/R1BQKB1R b KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bf5 6. Ne5 c6 7. g4,515832761280238289
884,B01,Scandinavian Defense: Gubinsky-Melts Defense,rnb1kbnr/ppp1pppp/3q4/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6,-5913722077461774393
885,B01,Scandinavian Defense: Icelandic-Palme Gambit,rnbqkb1r/ppp2ppp/4pn2/3P4/2P5/8/PP1P1PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Nf6 3. c4 e6,-3243765293742236704
886,B01,Scandinavian Defense: Kiel Variation,rnbqkb1r/ppp1pppp/8/8/1nPP4/8/PP3PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nb4,-7816596791384094783
887,B01,Scandinavian Defense: Kloosterboer Gambit,rnbqkbnr/pp3ppp/2P5/4p3/8/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 c6 3. dxc6 e5,-8939425361581751598
888,B01,Scandinavian Defense: Kádas Gambit,rnbqkb1r/pp3ppp/2P2n2/4p3/3P4/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 c6 4. dxc6 e5,2233637333675344259
889,B01,Scandinavian Defense: Lasker Variation,rn2kb1r/ppp1pppp/5n2/q7/3P2b1/2N2N1P/PPP2PP1/R1BQKB1R b KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bg4 6. h3,2708743963679315948
890,B01,Scandinavian Defense: Main Line,rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5,-579935479869594003
891,B01,"Scandinavian Defense: Main Line, Leonhardt Gambit",rnb1kbnr/ppp1pppp/8/q7/1P6/2N5/P1PP1PPP/R1BQKBNR b KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. b4,2913266141149324334
892,B01,"Scandinavian Defense: Main Line, Mieses Variation",rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6,7709064621544596796
893,B01,Scandinavian Defense: Marshall Variation,rnbqkb1r/ppp1pppp/8/3n4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Nxd5,1223458785234703143
894,B01,Scandinavian Defense: Mieses-Kotroc Variation,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Qxd5,6164313696688937348
895,B01,Scandinavian Defense: Modern Variation,rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Nf6,9054375221368305570
896,B01,Scandinavian Defense: Modern Variation,rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PPP2PPP/RNBQKBNR b KQkq -,1. e4 d5 2. exd5 Nf6 3. d4,-1621313806302165485
897,B01,"Scandinavian Defense: Modern Variation, Gipslis Variation",rn1qkb1r/ppp1pppp/8/3n4/3P2b1/5N2/PPP2PPP/RNBQKB1R w KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. Nf3 Bg4,8819897383579953583
898,B01,"Scandinavian Defense: Modern Variation, Wing Gambit",rnbqkb1r/p1p1pp1p/5np1/1p1P4/2PP4/8/PP3PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 g6 4. c4 b5,-6394178668815232567
899,B01,Scandinavian Defense: Panov Transfer,rnbqkb1r/pp2pppp/2p2n2/3P4/2P5/8/PP1P1PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Nf6 3. c4 c6,7484132129455448631
900,B01,Scandinavian Defense: Portuguese Gambit,rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Bg4,1336704974666008573
901,B01,"Scandinavian Defense: Portuguese Gambit, Banker Variation",rn1qkb1r/ppp1pppp/5n2/3P1b2/2PP4/5P2/PP4PP/RNBQKBNR b KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. c4,6840082173742941619
902,B01,"Scandinavian Defense: Portuguese Gambit, Classical Variation",rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/5N2/PPP2PPP/RNBQKB1R b KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Nf3,-8943050351783920485
903,B01,"Scandinavian Defense: Portuguese Gambit, Correspondence Refutation",rn1qkb1r/ppp1pppp/5n2/3P1b2/3P2P1/5P2/PPP4P/RNBQKBNR b KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. g4,8702324446876049468
904,B01,"Scandinavian Defense: Portuguese Gambit, Elbow Variation",rn1qkb1r/pp2pppp/2p2n2/1B1P4/3P2b1/8/PPP2PPP/RNBQK1NR w KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Bb5+ c6,-6947362483154676399
905,B01,"Scandinavian Defense: Portuguese Gambit, Jadoul Variation",r2qkb1r/pppnpppp/5n2/1B1P1b2/2PP4/5P2/PP4PP/RNBQK1NR b KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+ Nbd7 6. c4,-5000079177440793970
906,B01,"Scandinavian Defense: Portuguese Gambit, Lusophobe Variation",r2qkb1r/pppnpppp/5n2/3P4/3P2b1/8/PPP1BPPP/RNBQK1NR b KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Bb5+ Nbd7 5. Be2,-6284614544589434508
907,B01,"Scandinavian Defense: Portuguese Gambit, Melbourne Shuffle Variation",r2qkb1r/pppnpppp/5n2/1B1P1b2/3P4/2N2P2/PPP3PP/R1BQK1NR b KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+ Nbd7 6. Nc3,2464433124072946963
908,B01,"Scandinavian Defense: Portuguese Gambit, Wuss Variation",rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PPP1BPPP/RNBQK1NR b KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Be2,7727325004513839378
909,B01,Scandinavian Defense: Richter Variation,rnbqkb1r/ppp1pp1p/6p1/3n4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. Nf3 g6,-2031201692275515457
910,B01,Scandinavian Defense: Richter Variation,rnbqkb1r/ppp1pp1p/5np1/3P4/3P4/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 d5 2. exd5 Nf6 3. d4 g6,-8420104893567077907
911,B01,Scandinavian Defense: Schiller-Pytel Variation,rnb1kbnr/pp2pppp/2pq4/8/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 c6,2522755289364118471
912,B01,"Scandinavian Defense: Schiller-Pytel Variation, Modern Variation",rn2kb1r/pp2pppp/2p2n2/5b2/1qBP1B2/2N5/PPP1NPPP/R2QK2R w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd6 4. d4 Nf6 5. Bc4 c6 6. Nge2 Bf5 7. Bf4 Qb4,-6531148689941842861
913,B01,Scandinavian Defense: Valencian Variation,rnbqkbnr/ppp1pppp/8/8/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8,-7509769947977728174
914,B01,"Scandinavian Defense: Valencian Variation, Ilundain Variation",rnbqkb1r/pp2pppp/2p2n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. Nf3 c6,-9109744355085356332
915,B01,"Scandinavian Defense: Valencian Variation, Main Line",rn1qkb1r/ppp1pppp/5n2/8/3P2b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. Nf3 Bg4,6941249963866883723
916,B01,Scandinavian Defense: Zilbermints Gambit,rnbqkbnr/ppp1pppp/8/3p4/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq -,1. e4 d5 2. b4,-1675055075379070577
917,B01,Van Geet Opening: Grünfeld Defense,rnbqkbnr/ppp2ppp/8/4p3/4N3/8/PPPP1PPP/R1BQKBNR w KQkq -,1. e4 d5 2. Nc3 dxe4 3. Nxe4 e5,-8715735102021488804
918,B02,Alekhine Defense,rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 Nf6,915742366389451688
919,B02,Alekhine Defense: Brooklyn Variation,rnbqkbnr/pppppppp/8/4P3/8/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 Nf6 2. e5 Ng8,-6078511544880833935
920,B02,"Alekhine Defense: Brooklyn Variation, Everglades Variation",rnbqkbnr/ppppp1pp/8/4Pp2/3P4/8/PPP2PPP/RNBQKBNR w KQkq f6,1. e4 Nf6 2. e5 Ng8 3. d4 f5,-5487451679349105597
921,B02,Alekhine Defense: Buckley Attack,rnbqkb1r/pppppppp/8/3nP3/8/N7/PPPP1PPP/R1BQKBNR b KQkq -,1. e4 Nf6 2. e5 Nd5 3. Na3,2409026400761814754
922,B02,"Alekhine Defense: Hunt Variation, Lasker Simul Gambit",rnbqkb1r/pppp1ppp/4p3/2PnP3/2B5/2N5/PP1P1PPP/R1BQK1NR b KQkq -,1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Bc4 e6 6. Nc3,-3704875029455407578
923,B02,"Alekhine Defense: Hunt Variation, Matsukevich Gambit",rnbqkb1r/ppp1pppp/3p4/2P1P1B1/8/2P5/PP3PPP/R2QKBNR b KQkq -,1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Nc3 Nxc3 6. dxc3 d6 7. Bg5,-8433169751058512245
924,B02,"Alekhine Defense: Hunt Variation, Mikenas Gambit",rnbqkb1r/ppp2ppp/3p4/2PBP3/8/8/PP1P1PPP/R1BQK1NR b KQkq -,1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Bc4 e6 6. Nc3 d6 7. Nxd5 exd5 8. Bxd5,6328383322886214269
925,B02,Alekhine Defense: Kmoch Variation,rnbqkb1r/pp1ppppp/1n6/2p1P3/8/1B1P4/PPP2PPP/RNBQK1NR b KQkq -,1. e4 Nf6 2. e5 Nd5 3. Bc4 Nb6 4. Bb3 c5 5. d3,-2170219588934125838
926,B02,Alekhine Defense: Krejcik Variation,rnbqkb1r/pppppppp/5n2/8/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq -,1. e4 Nf6 2. Bc4,4304595961821599744
927,B02,"Alekhine Defense: Krejcik Variation, Krejcik Gambit",rnbqkb1r/pppppBpp/8/8/4n3/8/PPPP1PPP/RNBQK1NR b KQkq -,1. e4 Nf6 2. Bc4 Nxe4 3. Bxf7+,7646300319318935786
928,B02,Alekhine Defense: Maróczy Variation,rnbqkb1r/pppppppp/5n2/8/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq -,1. e4 Nf6 2. d3,-2418641089895748973
929,B02,Alekhine Defense: Mokele Mbembe,rnbqkb1r/pppppppp/8/4P3/4n3/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 Nf6 2. e5 Ne4,4921300258804302886
930,B02,"Alekhine Defense: Mokele Mbembe, Modern Line",rnbqkb1r/ppppp1pp/5p2/4P3/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 Nf6 2. e5 Ne4 3. d4 f6,-4488136111280699713
931,B02,"Alekhine Defense: Mokele Mbembe, Vavra Defense",rnbqkb1r/pppp1ppp/4p3/4P3/3Pn3/8/PPP2PPP/RNBQKBNR w KQkq -,1. e4 Nf6 2. e5 Ne4 3. d4 e6,9187425889734801905
932,B02,Alekhine Defense: Normal Variation,rnbqkb1r/pppppppp/8/3nP3/8/8/PPPP1PPP/RNBQKBNR w KQkq -,1. e4 Nf6 2. e5 Nd5,2351186148087590924
933,B02,Alekhine Defense: Scandinavian Variation,rnbqkb1r/ppp1pppp/5n2/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -,1. e4 Nf6 2. Nc3 d5,-6454875587712450923
934,B02,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",rnbqkb1r/pp2pppp/2p2n2/3P4/8/2N5/PPPP1PPP/R1BQKBNR w KQkq -,1. e4 Nf6 2. Nc3 d5 3. exd5 c6,-39494317369903702
935,B02,"Alekhine Defense: Scandinavian Variation, Myers Gambit",rnbqkb1r/ppp1pppp/5n2/6B1/4p3/2NP4/PPP2PPP/R2QKBNR b KQkq -,1. e4 Nf6 2. Nc3 d5 3. d3 dxe4 4. Bg5,6356094828961325065
936,B02,Alekhine Defense: Spielmann Gambit,rnbqkb1r/pppnpppp/4P3/3p4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq -,1. e4 Nf6 2. Nc3 d5 3. e5 Nfd7 4. e6,8709591848393717107
